index,Class,video,frames_n
605_3_242,5,605_3,491
605_3_243,5,605_3,491
605_3_244,5,605_3,491
605_3_245,5,605_3,491
605_3_246,5,605_3,491
605_3_247,5,605_3,491
605_3_248,5,605_3,491
605_3_249,5,605_3,491
605_3_250,5,605_3,491
605_3_251,5,605_3,491
605_3_252,5,605_3,491
605_3_253,5,605_3,491
605_3_254,6,605_3,491
605_3_255,6,605_3,491
605_3_256,6,605_3,491
605_3_257,5,605_3,491
605_3_258,5,605_3,491
605_3_259,5,605_3,491
605_3_260,5,605_3,491
605_3_261,5,605_3,491
605_3_262,5,605_3,491
605_3_263,5,605_3,491
605_3_264,5,605_3,491
605_3_265,5,605_3,491
605_3_266,5,605_3,491
605_3_267,5,605_3,491
605_3_268,5,605_3,491
605_3_269,5,605_3,491
605_3_270,5,605_3,491
605_3_271,5,605_3,491
605_3_272,5,605_3,491
605_3_273,5,605_3,491
605_3_274,5,605_3,491
605_3_275,5,605_3,491
605_3_276,5,605_3,491
605_3_277,5,605_3,491
605_3_278,5,605_3,491
605_3_279,5,605_3,491
605_3_280,5,605_3,491
605_3_281,5,605_3,491
605_3_282,5,605_3,491
605_3_283,5,605_3,491
605_3_284,5,605_3,491
605_3_285,5,605_3,491
605_3_286,5,605_3,491
605_3_287,5,605_3,491
605_3_288,5,605_3,491
605_3_289,5,605_3,491
605_3_290,5,605_3,491
605_3_291,5,605_3,491
605_3_292,5,605_3,491
605_3_293,5,605_3,491
605_3_294,5,605_3,491
605_3_295,5,605_3,491
605_3_296,5,605_3,491
605_3_297,5,605_3,491
605_3_298,5,605_3,491
605_3_299,5,605_3,491
605_3_300,5,605_3,491
605_3_301,5,605_3,491
605_3_302,5,605_3,491
605_3_303,5,605_3,491
605_3_304,5,605_3,491
605_3_305,6,605_3,491
605_3_306,6,605_3,491
605_3_307,6,605_3,491
605_3_308,6,605_3,491
605_3_309,6,605_3,491
605_3_310,6,605_3,491
605_3_311,6,605_3,491
605_3_312,6,605_3,491
605_3_313,6,605_3,491
605_3_314,6,605_3,491
605_3_315,6,605_3,491
605_3_316,6,605_3,491
605_3_317,6,605_3,491
605_3_318,6,605_3,491
605_3_319,6,605_3,491
605_3_320,6,605_3,491
605_3_321,6,605_3,491
605_3_322,6,605_3,491
605_3_323,6,605_3,491
605_3_324,6,605_3,491
605_3_325,6,605_3,491
605_3_326,6,605_3,491
605_3_327,6,605_3,491
605_3_328,6,605_3,491
605_3_329,6,605_3,491
605_3_330,6,605_3,491
605_3_331,6,605_3,491
605_3_332,6,605_3,491
605_3_333,6,605_3,491
605_3_334,6,605_3,491
605_3_335,6,605_3,491
605_3_336,6,605_3,491
605_3_337,6,605_3,491
605_3_338,6,605_3,491
605_3_339,6,605_3,491
605_3_340,6,605_3,491
605_3_341,6,605_3,491
605_3_342,6,605_3,491
605_3_343,6,605_3,491
605_3_344,6,605_3,491
605_3_345,6,605_3,491
605_3_346,6,605_3,491
605_3_347,6,605_3,491
605_3_348,6,605_3,491
605_3_349,6,605_3,491
605_3_350,6,605_3,491
605_3_351,6,605_3,491
605_3_352,6,605_3,491
605_3_353,6,605_3,491
605_3_354,6,605_3,491
605_3_355,6,605_3,491
605_3_356,6,605_3,491
605_3_357,6,605_3,491
605_3_358,6,605_3,491
605_3_359,6,605_3,491
605_3_360,6,605_3,491
605_3_361,6,605_3,491
605_3_362,6,605_3,491
605_3_363,6,605_3,491
605_3_364,6,605_3,491
605_3_365,6,605_3,491
605_3_366,6,605_3,491
605_3_367,6,605_3,491
605_3_368,6,605_3,491
605_3_369,6,605_3,491
605_3_370,6,605_3,491
605_3_371,6,605_3,491
605_3_372,6,605_3,491
605_3_373,6,605_3,491
605_3_374,6,605_3,491
605_3_375,6,605_3,491
605_3_376,6,605_3,491
605_3_377,6,605_3,491
605_3_378,6,605_3,491
605_3_379,6,605_3,491
605_3_380,6,605_3,491
605_3_381,6,605_3,491
605_3_382,6,605_3,491
605_3_383,6,605_3,491
605_3_384,6,605_3,491
605_3_385,6,605_3,491
605_3_386,6,605_3,491
605_3_387,6,605_3,491
605_3_388,6,605_3,491
605_3_389,6,605_3,491
605_3_390,6,605_3,491
605_3_391,6,605_3,491
605_3_392,6,605_3,491
605_3_393,6,605_3,491
605_3_394,6,605_3,491
605_3_395,6,605_3,491
605_3_396,6,605_3,491
605_3_397,6,605_3,491
605_3_398,6,605_3,491
605_3_399,6,605_3,491
605_3_400,6,605_3,491
605_3_401,6,605_3,491
605_3_402,6,605_3,491
605_3_403,6,605_3,491
605_3_404,6,605_3,491
605_3_405,6,605_3,491
605_3_406,6,605_3,491
605_3_407,6,605_3,491
605_3_408,6,605_3,491
605_3_409,6,605_3,491
605_3_410,6,605_3,491
605_3_411,6,605_3,491
605_3_412,6,605_3,491
605_3_413,6,605_3,491
605_3_414,6,605_3,491
605_3_415,6,605_3,491
605_3_416,6,605_3,491
605_3_417,6,605_3,491
605_3_418,6,605_3,491
605_3_419,6,605_3,491
605_3_420,6,605_3,491
605_3_421,6,605_3,491
605_3_422,6,605_3,491
605_3_423,6,605_3,491
605_3_424,6,605_3,491
605_3_425,6,605_3,491
605_3_426,6,605_3,491
605_3_427,6,605_3,491
605_3_428,6,605_3,491
605_3_429,6,605_3,491
605_3_430,6,605_3,491
605_3_431,6,605_3,491
605_3_432,6,605_3,491
605_3_433,6,605_3,491
605_3_434,6,605_3,491
605_3_435,6,605_3,491
605_3_436,6,605_3,491
605_3_437,6,605_3,491
605_3_438,6,605_3,491
605_3_439,6,605_3,491
605_3_440,6,605_3,491
605_3_441,6,605_3,491
605_3_442,6,605_3,491
605_3_443,6,605_3,491
605_3_444,6,605_3,491
605_3_445,6,605_3,491
605_3_446,6,605_3,491
605_3_447,6,605_3,491
605_3_448,6,605_3,491
605_3_449,6,605_3,491
605_3_450,6,605_3,491
605_3_451,6,605_3,491
605_3_452,6,605_3,491
605_3_453,6,605_3,491
605_3_454,6,605_3,491
605_3_455,6,605_3,491
605_3_456,6,605_3,491
605_3_457,6,605_3,491
605_3_458,6,605_3,491
605_3_459,6,605_3,491
605_3_460,6,605_3,491
605_3_461,6,605_3,491
605_3_462,6,605_3,491
605_3_463,6,605_3,491
605_3_464,6,605_3,491
605_3_465,6,605_3,491
605_3_466,6,605_3,491
605_3_467,6,605_3,491
605_3_468,5,605_3,491
605_3_469,5,605_3,491
605_3_470,5,605_3,491
605_3_471,5,605_3,491
605_3_472,5,605_3,491
605_3_473,5,605_3,491
605_3_474,5,605_3,491
605_3_475,5,605_3,491
605_3_476,5,605_3,491
605_3_477,5,605_3,491
605_3_478,5,605_3,491
605_3_479,5,605_3,491
605_3_480,5,605_3,491
605_3_481,5,605_3,491
605_3_482,5,605_3,491
605_3_483,5,605_3,491
605_3_484,5,605_3,491
605_3_485,5,605_3,491
605_3_486,5,605_3,491
605_3_487,5,605_3,491
605_3_488,5,605_3,491
605_3_489,5,605_3,491
605_3_490,5,605_3,491
605_3_491,5,605_3,491
606_3_1,0,606_3,153
606_3_2,0,606_3,153
606_3_3,0,606_3,153
606_3_4,0,606_3,153
606_3_5,0,606_3,153
606_3_6,0,606_3,153
606_3_7,0,606_3,153
606_3_8,0,606_3,153
606_3_9,0,606_3,153
606_3_10,0,606_3,153
606_3_11,3,606_3,153
606_3_12,3,606_3,153
606_3_13,3,606_3,153
606_3_14,3,606_3,153
606_3_15,3,606_3,153
606_3_16,3,606_3,153
606_3_17,3,606_3,153
606_3_18,0,606_3,153
606_3_19,0,606_3,153
606_3_20,0,606_3,153
606_3_21,5,606_3,153
606_3_22,5,606_3,153
606_3_23,5,606_3,153
606_3_24,5,606_3,153
606_3_25,5,606_3,153
606_3_26,5,606_3,153
606_3_27,0,606_3,153
606_3_28,0,606_3,153
606_3_29,0,606_3,153
606_3_30,5,606_3,153
606_3_31,5,606_3,153
606_3_32,5,606_3,153
606_3_33,5,606_3,153
606_3_34,5,606_3,153
606_3_35,5,606_3,153
606_3_36,5,606_3,153
606_3_37,5,606_3,153
606_3_38,5,606_3,153
606_3_39,5,606_3,153
606_3_40,5,606_3,153
606_3_41,0,606_3,153
606_3_42,0,606_3,153
606_3_43,0,606_3,153
606_3_44,0,606_3,153
606_3_45,0,606_3,153
606_3_46,0,606_3,153
606_3_47,0,606_3,153
606_3_48,0,606_3,153
606_3_49,0,606_3,153
606_3_50,0,606_3,153
606_3_51,0,606_3,153
606_3_52,0,606_3,153
606_3_53,0,606_3,153
606_3_54,0,606_3,153
606_3_55,0,606_3,153
606_3_56,0,606_3,153
606_3_57,0,606_3,153
606_3_58,0,606_3,153
606_3_59,0,606_3,153
606_3_60,0,606_3,153
606_3_61,0,606_3,153
606_3_62,5,606_3,153
606_3_63,5,606_3,153
606_3_64,6,606_3,153
606_3_65,6,606_3,153
606_3_66,6,606_3,153
606_3_67,6,606_3,153
606_3_68,6,606_3,153
606_3_69,5,606_3,153
606_3_70,5,606_3,153
606_3_71,5,606_3,153
606_3_72,5,606_3,153
606_3_73,5,606_3,153
606_3_74,5,606_3,153
606_3_75,0,606_3,153
606_3_76,0,606_3,153
606_3_77,0,606_3,153
606_3_78,5,606_3,153
606_3_79,5,606_3,153
606_3_80,5,606_3,153
606_3_81,5,606_3,153
606_3_82,5,606_3,153
606_3_83,6,606_3,153
606_3_84,6,606_3,153
606_3_85,6,606_3,153
606_3_86,6,606_3,153
606_3_87,6,606_3,153
606_3_88,6,606_3,153
606_3_89,6,606_3,153
606_3_90,6,606_3,153
606_3_91,6,606_3,153
606_3_92,6,606_3,153
606_3_93,6,606_3,153
606_3_94,6,606_3,153
606_3_95,6,606_3,153
606_3_96,6,606_3,153
606_3_97,6,606_3,153
606_3_98,6,606_3,153
606_3_99,6,606_3,153
606_3_100,6,606_3,153
606_3_101,6,606_3,153
606_3_102,6,606_3,153
606_3_103,6,606_3,153
606_3_104,6,606_3,153
606_3_105,6,606_3,153
606_3_106,6,606_3,153
606_3_107,6,606_3,153
606_3_108,6,606_3,153
606_3_109,6,606_3,153
606_3_110,6,606_3,153
606_3_111,6,606_3,153
606_3_112,6,606_3,153
606_3_113,6,606_3,153
606_3_114,6,606_3,153
606_3_115,6,606_3,153
606_3_116,6,606_3,153
606_3_117,6,606_3,153
606_3_118,6,606_3,153
606_3_119,6,606_3,153
606_3_120,6,606_3,153
606_3_121,6,606_3,153
606_3_122,6,606_3,153
606_3_123,6,606_3,153
606_3_124,6,606_3,153
606_3_125,6,606_3,153
606_3_126,6,606_3,153
606_3_127,6,606_3,153
606_3_128,6,606_3,153
606_3_129,6,606_3,153
606_3_130,6,606_3,153
606_3_131,6,606_3,153
606_3_132,6,606_3,153
606_3_133,6,606_3,153
606_3_134,6,606_3,153
606_3_135,6,606_3,153
606_3_136,6,606_3,153
606_3_137,6,606_3,153
606_3_138,6,606_3,153
606_3_139,6,606_3,153
606_3_140,6,606_3,153
606_3_141,6,606_3,153
606_3_142,6,606_3,153
606_3_143,6,606_3,153
606_3_144,6,606_3,153
606_3_145,6,606_3,153
606_3_146,6,606_3,153
606_3_147,6,606_3,153
606_3_148,6,606_3,153
606_3_149,6,606_3,153
606_3_150,6,606_3,153
606_3_151,6,606_3,153
606_3_152,6,606_3,153
606_3_153,6,606_3,153
607_3_1,6,607_3,165
607_3_2,5,607_3,165
607_3_3,5,607_3,165
607_3_4,5,607_3,165
607_3_5,0,607_3,165
607_3_6,0,607_3,165
607_3_7,0,607_3,165
607_3_8,0,607_3,165
607_3_9,0,607_3,165
607_3_10,0,607_3,165
607_3_11,0,607_3,165
607_3_12,0,607_3,165
607_3_13,0,607_3,165
607_3_14,0,607_3,165
607_3_15,0,607_3,165
607_3_16,0,607_3,165
607_3_17,0,607_3,165
607_3_18,0,607_3,165
607_3_19,0,607_3,165
607_3_20,0,607_3,165
607_3_21,0,607_3,165
607_3_22,0,607_3,165
607_3_23,0,607_3,165
607_3_24,0,607_3,165
607_3_25,0,607_3,165
607_3_26,0,607_3,165
607_3_27,0,607_3,165
607_3_28,0,607_3,165
607_3_29,0,607_3,165
607_3_30,0,607_3,165
607_3_31,0,607_3,165
607_3_32,0,607_3,165
607_3_33,5,607_3,165
607_3_34,5,607_3,165
607_3_35,5,607_3,165
607_3_36,6,607_3,165
607_3_37,6,607_3,165
607_3_38,6,607_3,165
607_3_39,6,607_3,165
607_3_40,5,607_3,165
607_3_41,5,607_3,165
607_3_42,5,607_3,165
607_3_43,5,607_3,165
607_3_44,5,607_3,165
607_3_45,5,607_3,165
607_3_46,5,607_3,165
607_3_47,5,607_3,165
607_3_48,5,607_3,165
607_3_49,0,607_3,165
607_3_50,0,607_3,165
607_3_51,0,607_3,165
607_3_52,0,607_3,165
607_3_53,0,607_3,165
607_3_54,0,607_3,165
607_3_55,0,607_3,165
607_3_56,0,607_3,165
607_3_57,0,607_3,165
607_3_58,0,607_3,165
607_3_59,0,607_3,165
607_3_60,0,607_3,165
607_3_61,0,607_3,165
607_3_62,0,607_3,165
607_3_63,0,607_3,165
607_3_64,0,607_3,165
607_3_65,0,607_3,165
607_3_66,0,607_3,165
607_3_67,0,607_3,165
607_3_68,0,607_3,165
607_3_69,0,607_3,165
607_3_70,0,607_3,165
607_3_71,0,607_3,165
607_3_72,0,607_3,165
607_3_73,0,607_3,165
607_3_74,0,607_3,165
607_3_75,0,607_3,165
607_3_76,0,607_3,165
607_3_77,0,607_3,165
607_3_78,0,607_3,165
607_3_79,5,607_3,165
607_3_80,5,607_3,165
607_3_81,5,607_3,165
607_3_82,5,607_3,165
607_3_83,5,607_3,165
607_3_84,5,607_3,165
607_3_85,5,607_3,165
607_3_86,5,607_3,165
607_3_87,0,607_3,165
607_3_88,0,607_3,165
607_3_89,0,607_3,165
607_3_90,0,607_3,165
607_3_91,5,607_3,165
607_3_92,5,607_3,165
607_3_93,5,607_3,165
607_3_94,5,607_3,165
607_3_95,5,607_3,165
607_3_96,0,607_3,165
607_3_97,0,607_3,165
607_3_98,0,607_3,165
607_3_99,0,607_3,165
607_3_100,0,607_3,165
607_3_101,0,607_3,165
607_3_102,0,607_3,165
607_3_103,0,607_3,165
607_3_104,0,607_3,165
607_3_105,0,607_3,165
607_3_106,0,607_3,165
607_3_107,0,607_3,165
607_3_108,0,607_3,165
607_3_109,0,607_3,165
607_3_110,5,607_3,165
607_3_111,5,607_3,165
607_3_112,5,607_3,165
607_3_113,5,607_3,165
607_3_114,5,607_3,165
607_3_115,6,607_3,165
607_3_116,6,607_3,165
607_3_117,6,607_3,165
607_3_118,6,607_3,165
607_3_119,6,607_3,165
607_3_120,6,607_3,165
607_3_121,6,607_3,165
607_3_122,6,607_3,165
607_3_123,6,607_3,165
607_3_124,5,607_3,165
607_3_125,5,607_3,165
607_3_126,5,607_3,165
607_3_127,5,607_3,165
607_3_128,5,607_3,165
607_3_129,5,607_3,165
607_3_130,5,607_3,165
607_3_131,5,607_3,165
607_3_132,5,607_3,165
607_3_133,5,607_3,165
607_3_134,6,607_3,165
607_3_135,6,607_3,165
607_3_136,6,607_3,165
607_3_137,6,607_3,165
607_3_138,6,607_3,165
607_3_139,6,607_3,165
607_3_140,6,607_3,165
607_3_141,5,607_3,165
607_3_142,5,607_3,165
607_3_143,5,607_3,165
607_3_144,5,607_3,165
607_3_145,5,607_3,165
607_3_146,5,607_3,165
607_3_147,5,607_3,165
607_3_148,5,607_3,165
607_3_149,5,607_3,165
607_3_150,5,607_3,165
607_3_151,5,607_3,165
607_3_152,5,607_3,165
607_3_153,5,607_3,165
607_3_154,5,607_3,165
607_3_155,5,607_3,165
607_3_156,5,607_3,165
607_3_157,5,607_3,165
607_3_158,6,607_3,165
607_3_159,6,607_3,165
607_3_160,5,607_3,165
607_3_161,5,607_3,165
607_3_162,5,607_3,165
607_3_163,5,607_3,165
607_3_164,5,607_3,165
607_3_165,5,607_3,165
608_3_1,5,608_3,343
608_3_2,5,608_3,343
608_3_3,5,608_3,343
608_3_4,5,608_3,343
608_3_5,5,608_3,343
608_3_6,6,608_3,343
608_3_7,6,608_3,343
608_3_8,6,608_3,343
608_3_9,6,608_3,343
608_3_10,6,608_3,343
608_3_11,6,608_3,343
608_3_12,6,608_3,343
608_3_13,6,608_3,343
608_3_14,6,608_3,343
608_3_15,6,608_3,343
608_3_16,6,608_3,343
608_3_17,6,608_3,343
608_3_18,6,608_3,343
608_3_19,6,608_3,343
608_3_20,6,608_3,343
608_3_21,6,608_3,343
608_3_22,6,608_3,343
608_3_23,6,608_3,343
608_3_24,6,608_3,343
608_3_25,6,608_3,343
608_3_26,6,608_3,343
608_3_27,6,608_3,343
608_3_28,6,608_3,343
608_3_29,6,608_3,343
608_3_30,6,608_3,343
608_3_31,6,608_3,343
608_3_32,6,608_3,343
608_3_33,6,608_3,343
608_3_34,6,608_3,343
608_3_35,6,608_3,343
608_3_36,6,608_3,343
608_3_37,6,608_3,343
608_3_38,6,608_3,343
608_3_39,6,608_3,343
608_3_40,6,608_3,343
608_3_41,6,608_3,343
608_3_42,6,608_3,343
608_3_43,6,608_3,343
608_3_44,6,608_3,343
608_3_45,6,608_3,343
608_3_46,6,608_3,343
608_3_47,6,608_3,343
608_3_48,6,608_3,343
608_3_49,6,608_3,343
608_3_50,6,608_3,343
608_3_51,6,608_3,343
608_3_52,6,608_3,343
608_3_53,6,608_3,343
608_3_54,6,608_3,343
608_3_55,6,608_3,343
608_3_56,6,608_3,343
608_3_57,6,608_3,343
608_3_58,6,608_3,343
608_3_59,6,608_3,343
608_3_60,6,608_3,343
608_3_61,6,608_3,343
608_3_62,6,608_3,343
608_3_63,6,608_3,343
608_3_64,6,608_3,343
608_3_65,6,608_3,343
608_3_66,6,608_3,343
608_3_67,6,608_3,343
608_3_68,6,608_3,343
608_3_69,6,608_3,343
608_3_70,6,608_3,343
608_3_71,6,608_3,343
608_3_72,6,608_3,343
608_3_73,6,608_3,343
608_3_74,6,608_3,343
608_3_75,6,608_3,343
608_3_76,6,608_3,343
608_3_77,6,608_3,343
608_3_78,6,608_3,343
608_3_79,6,608_3,343
608_3_80,6,608_3,343
608_3_81,6,608_3,343
608_3_82,6,608_3,343
608_3_83,6,608_3,343
608_3_84,6,608_3,343
608_3_85,6,608_3,343
608_3_86,6,608_3,343
608_3_87,6,608_3,343
608_3_88,6,608_3,343
608_3_89,6,608_3,343
608_3_90,6,608_3,343
608_3_91,6,608_3,343
608_3_92,6,608_3,343
608_3_93,6,608_3,343
608_3_94,6,608_3,343
608_3_95,6,608_3,343
608_3_96,6,608_3,343
608_3_97,6,608_3,343
608_3_98,6,608_3,343
608_3_99,6,608_3,343
608_3_100,6,608_3,343
608_3_101,6,608_3,343
608_3_102,6,608_3,343
608_3_103,6,608_3,343
608_3_104,6,608_3,343
608_3_105,6,608_3,343
608_3_106,6,608_3,343
608_3_107,6,608_3,343
608_3_108,6,608_3,343
608_3_109,6,608_3,343
608_3_110,6,608_3,343
608_3_111,6,608_3,343
608_3_112,6,608_3,343
608_3_113,6,608_3,343
608_3_114,6,608_3,343
608_3_115,6,608_3,343
608_3_116,6,608_3,343
608_3_117,6,608_3,343
608_3_118,6,608_3,343
608_3_119,6,608_3,343
608_3_120,6,608_3,343
608_3_121,6,608_3,343
608_3_122,6,608_3,343
608_3_123,6,608_3,343
608_3_124,6,608_3,343
608_3_125,6,608_3,343
608_3_126,6,608_3,343
608_3_127,6,608_3,343
608_3_128,6,608_3,343
608_3_129,6,608_3,343
608_3_130,6,608_3,343
608_3_131,6,608_3,343
608_3_132,6,608_3,343
608_3_133,6,608_3,343
608_3_134,6,608_3,343
608_3_135,6,608_3,343
608_3_136,6,608_3,343
608_3_137,6,608_3,343
608_3_138,6,608_3,343
608_3_139,5,608_3,343
608_3_140,5,608_3,343
608_3_141,5,608_3,343
608_3_142,5,608_3,343
608_3_143,5,608_3,343
608_3_144,5,608_3,343
608_3_145,5,608_3,343
608_3_146,5,608_3,343
608_3_147,5,608_3,343
608_3_148,5,608_3,343
608_3_149,5,608_3,343
608_3_150,5,608_3,343
608_3_151,5,608_3,343
608_3_152,5,608_3,343
608_3_153,5,608_3,343
608_3_154,5,608_3,343
608_3_155,5,608_3,343
608_3_156,5,608_3,343
608_3_157,5,608_3,343
608_3_158,5,608_3,343
608_3_159,5,608_3,343
608_3_160,5,608_3,343
608_3_161,5,608_3,343
608_3_162,5,608_3,343
608_3_163,5,608_3,343
608_3_164,5,608_3,343
608_3_165,5,608_3,343
608_3_166,5,608_3,343
608_3_167,5,608_3,343
608_3_168,5,608_3,343
608_3_169,6,608_3,343
608_3_170,6,608_3,343
608_3_171,6,608_3,343
608_3_172,6,608_3,343
608_3_173,6,608_3,343
608_3_174,6,608_3,343
608_3_175,6,608_3,343
608_3_176,6,608_3,343
608_3_177,6,608_3,343
608_3_178,6,608_3,343
608_3_179,6,608_3,343
608_3_180,6,608_3,343
608_3_181,6,608_3,343
608_3_182,6,608_3,343
608_3_183,6,608_3,343
608_3_184,6,608_3,343
608_3_185,6,608_3,343
608_3_186,6,608_3,343
608_3_187,6,608_3,343
608_3_188,6,608_3,343
608_3_189,6,608_3,343
608_3_190,6,608_3,343
608_3_191,6,608_3,343
608_3_192,5,608_3,343
608_3_193,5,608_3,343
608_3_194,5,608_3,343
608_3_195,5,608_3,343
608_3_196,5,608_3,343
608_3_197,5,608_3,343
608_3_198,5,608_3,343
608_3_199,5,608_3,343
608_3_200,5,608_3,343
608_3_201,5,608_3,343
608_3_202,5,608_3,343
608_3_203,5,608_3,343
608_3_204,5,608_3,343
608_3_205,5,608_3,343
608_3_206,5,608_3,343
608_3_207,5,608_3,343
608_3_208,5,608_3,343
608_3_209,5,608_3,343
608_3_210,5,608_3,343
608_3_211,5,608_3,343
608_3_212,5,608_3,343
608_3_213,5,608_3,343
608_3_214,5,608_3,343
608_3_215,5,608_3,343
608_3_216,5,608_3,343
608_3_217,5,608_3,343
608_3_218,5,608_3,343
608_3_219,5,608_3,343
608_3_220,5,608_3,343
608_3_221,5,608_3,343
608_3_222,6,608_3,343
608_3_223,6,608_3,343
608_3_224,6,608_3,343
608_3_225,6,608_3,343
608_3_226,6,608_3,343
608_3_227,6,608_3,343
608_3_228,6,608_3,343
608_3_229,6,608_3,343
608_3_230,6,608_3,343
608_3_231,6,608_3,343
608_3_232,6,608_3,343
608_3_233,6,608_3,343
608_3_234,6,608_3,343
608_3_235,6,608_3,343
608_3_236,6,608_3,343
608_3_237,6,608_3,343
608_3_238,6,608_3,343
608_3_239,6,608_3,343
608_3_240,6,608_3,343
608_3_241,6,608_3,343
608_3_242,6,608_3,343
608_3_243,6,608_3,343
608_3_244,6,608_3,343
608_3_245,6,608_3,343
608_3_246,6,608_3,343
608_3_247,6,608_3,343
608_3_248,6,608_3,343
608_3_249,6,608_3,343
608_3_250,6,608_3,343
608_3_251,6,608_3,343
608_3_252,6,608_3,343
608_3_253,6,608_3,343
608_3_254,6,608_3,343
608_3_255,6,608_3,343
608_3_256,6,608_3,343
608_3_257,6,608_3,343
608_3_258,6,608_3,343
608_3_259,6,608_3,343
608_3_260,6,608_3,343
608_3_261,6,608_3,343
608_3_262,6,608_3,343
608_3_263,6,608_3,343
608_3_264,6,608_3,343
608_3_265,6,608_3,343
608_3_266,6,608_3,343
608_3_267,6,608_3,343
608_3_268,6,608_3,343
608_3_269,6,608_3,343
608_3_270,6,608_3,343
608_3_271,6,608_3,343
608_3_272,6,608_3,343
608_3_273,6,608_3,343
608_3_274,6,608_3,343
608_3_275,6,608_3,343
608_3_276,6,608_3,343
608_3_277,6,608_3,343
608_3_278,6,608_3,343
608_3_279,6,608_3,343
608_3_280,6,608_3,343
608_3_281,6,608_3,343
608_3_282,6,608_3,343
608_3_283,6,608_3,343
608_3_284,6,608_3,343
608_3_285,6,608_3,343
608_3_286,6,608_3,343
608_3_287,6,608_3,343
608_3_288,6,608_3,343
608_3_289,6,608_3,343
608_3_290,6,608_3,343
608_3_291,6,608_3,343
608_3_292,6,608_3,343
608_3_293,6,608_3,343
608_3_294,6,608_3,343
608_3_295,6,608_3,343
608_3_296,6,608_3,343
608_3_297,6,608_3,343
608_3_298,6,608_3,343
608_3_299,6,608_3,343
608_3_300,6,608_3,343
608_3_301,6,608_3,343
608_3_302,6,608_3,343
608_3_303,6,608_3,343
608_3_304,6,608_3,343
608_3_305,6,608_3,343
608_3_306,6,608_3,343
608_3_307,6,608_3,343
608_3_308,6,608_3,343
608_3_309,6,608_3,343
608_3_310,6,608_3,343
608_3_311,6,608_3,343
608_3_312,6,608_3,343
608_3_313,6,608_3,343
608_3_314,6,608_3,343
608_3_315,6,608_3,343
608_3_316,6,608_3,343
608_3_317,6,608_3,343
608_3_318,6,608_3,343
608_3_319,6,608_3,343
608_3_320,6,608_3,343
608_3_321,6,608_3,343
608_3_322,6,608_3,343
608_3_323,6,608_3,343
608_3_324,6,608_3,343
608_3_325,6,608_3,343
608_3_326,6,608_3,343
608_3_327,6,608_3,343
608_3_328,6,608_3,343
608_3_329,6,608_3,343
608_3_330,6,608_3,343
608_3_331,5,608_3,343
608_3_332,5,608_3,343
608_3_333,5,608_3,343
608_3_334,5,608_3,343
608_3_335,5,608_3,343
608_3_336,5,608_3,343
608_3_337,5,608_3,343
608_3_338,5,608_3,343
608_3_339,5,608_3,343
608_3_340,5,608_3,343
608_3_341,5,608_3,343
608_3_342,5,608_3,343
608_3_343,5,608_3,343
609_3_1,0,609_3,363
609_3_2,0,609_3,363
609_3_3,0,609_3,363
609_3_4,0,609_3,363
609_3_5,0,609_3,363
609_3_6,0,609_3,363
609_3_7,5,609_3,363
609_3_8,5,609_3,363
609_3_9,5,609_3,363
609_3_10,5,609_3,363
609_3_11,5,609_3,363
609_3_12,5,609_3,363
609_3_13,5,609_3,363
609_3_14,5,609_3,363
609_3_15,5,609_3,363
609_3_16,5,609_3,363
609_3_17,5,609_3,363
609_3_18,5,609_3,363
609_3_19,5,609_3,363
609_3_20,5,609_3,363
609_3_21,5,609_3,363
609_3_22,5,609_3,363
609_3_23,5,609_3,363
609_3_24,5,609_3,363
609_3_25,5,609_3,363
609_3_26,5,609_3,363
609_3_27,5,609_3,363
609_3_28,5,609_3,363
609_3_29,5,609_3,363
609_3_30,5,609_3,363
609_3_31,5,609_3,363
609_3_32,5,609_3,363
609_3_33,6,609_3,363
609_3_34,6,609_3,363
609_3_35,6,609_3,363
609_3_36,6,609_3,363
609_3_37,6,609_3,363
609_3_38,6,609_3,363
609_3_39,6,609_3,363
609_3_40,6,609_3,363
609_3_41,6,609_3,363
609_3_42,6,609_3,363
609_3_43,6,609_3,363
609_3_44,6,609_3,363
609_3_45,6,609_3,363
609_3_46,6,609_3,363
609_3_47,6,609_3,363
609_3_48,6,609_3,363
609_3_49,6,609_3,363
609_3_50,6,609_3,363
609_3_51,6,609_3,363
609_3_52,6,609_3,363
609_3_53,6,609_3,363
609_3_54,6,609_3,363
609_3_55,6,609_3,363
609_3_56,6,609_3,363
609_3_57,6,609_3,363
609_3_58,6,609_3,363
609_3_59,6,609_3,363
609_3_60,6,609_3,363
609_3_61,6,609_3,363
609_3_62,6,609_3,363
609_3_63,6,609_3,363
609_3_64,6,609_3,363
609_3_65,6,609_3,363
609_3_66,6,609_3,363
609_3_67,6,609_3,363
609_3_68,6,609_3,363
609_3_69,6,609_3,363
609_3_70,6,609_3,363
609_3_71,6,609_3,363
609_3_72,6,609_3,363
609_3_73,6,609_3,363
609_3_74,6,609_3,363
609_3_75,6,609_3,363
609_3_76,6,609_3,363
609_3_77,6,609_3,363
609_3_78,5,609_3,363
609_3_79,5,609_3,363
609_3_80,5,609_3,363
609_3_81,5,609_3,363
609_3_82,5,609_3,363
609_3_83,5,609_3,363
609_3_84,5,609_3,363
609_3_85,5,609_3,363
609_3_86,5,609_3,363
609_3_87,5,609_3,363
609_3_88,5,609_3,363
