index,Class,video,HC,head_ps,frames_n_x,frames_n_y
66_1_44,2,66_1,21.44,0.100117,370,370
66_1_45,2,66_1,21.44,0.100117,370,370
66_1_46,2,66_1,21.44,0.100117,370,370
66_1_47,2,66_1,21.44,0.100117,370,370
66_1_48,2,66_1,21.44,0.100117,370,370
66_1_49,2,66_1,21.44,0.100117,370,370
66_1_50,2,66_1,21.44,0.100117,370,370
66_1_51,2,66_1,21.44,0.100117,370,370
66_1_52,2,66_1,21.44,0.100117,370,370
66_1_53,2,66_1,21.44,0.100117,370,370
66_1_54,2,66_1,21.44,0.100117,370,370
66_1_55,2,66_1,21.44,0.100117,370,370
66_1_56,2,66_1,21.44,0.100117,370,370
66_1_57,2,66_1,21.44,0.100117,370,370
66_1_58,2,66_1,21.44,0.100117,370,370
66_1_59,2,66_1,21.44,0.100117,370,370
66_1_60,2,66_1,21.44,0.100117,370,370
66_1_61,2,66_1,21.44,0.100117,370,370
66_1_62,2,66_1,21.44,0.100117,370,370
66_1_63,2,66_1,21.44,0.100117,370,370
66_1_64,2,66_1,21.44,0.100117,370,370
66_1_65,2,66_1,21.44,0.100117,370,370
66_1_66,2,66_1,21.44,0.100117,370,370
66_1_67,2,66_1,21.44,0.100117,370,370
66_1_68,2,66_1,21.44,0.100117,370,370
66_1_69,2,66_1,21.44,0.100117,370,370
66_1_70,2,66_1,21.44,0.100117,370,370
66_1_71,2,66_1,21.44,0.100117,370,370
66_1_72,2,66_1,21.44,0.100117,370,370
66_1_73,2,66_1,21.44,0.100117,370,370
66_1_74,2,66_1,21.44,0.100117,370,370
66_1_75,2,66_1,21.44,0.100117,370,370
66_1_76,2,66_1,21.44,0.100117,370,370
66_1_77,2,66_1,21.44,0.100117,370,370
66_1_78,2,66_1,21.44,0.100117,370,370
66_1_79,2,66_1,21.44,0.100117,370,370
66_1_80,2,66_1,21.44,0.100117,370,370
66_1_81,2,66_1,21.44,0.100117,370,370
66_1_82,2,66_1,21.44,0.100117,370,370
66_1_83,2,66_1,21.44,0.100117,370,370
66_1_84,2,66_1,21.44,0.100117,370,370
66_1_85,2,66_1,21.44,0.100117,370,370
66_1_86,2,66_1,21.44,0.100117,370,370
66_1_87,2,66_1,21.44,0.100117,370,370
66_1_88,2,66_1,21.44,0.100117,370,370
66_1_89,2,66_1,21.44,0.100117,370,370
66_1_90,2,66_1,21.44,0.100117,370,370
66_1_91,2,66_1,21.44,0.100117,370,370
66_1_92,2,66_1,21.44,0.100117,370,370
66_1_93,2,66_1,21.44,0.100117,370,370
66_1_94,2,66_1,21.44,0.100117,370,370
66_1_95,2,66_1,21.44,0.100117,370,370
66_1_96,2,66_1,21.44,0.100117,370,370
66_1_97,2,66_1,21.44,0.100117,370,370
66_1_98,2,66_1,21.44,0.100117,370,370
66_1_99,2,66_1,21.44,0.100117,370,370
66_1_100,2,66_1,21.44,0.100117,370,370
66_1_101,2,66_1,21.44,0.100117,370,370
66_1_102,2,66_1,21.44,0.100117,370,370
66_1_103,2,66_1,21.44,0.100117,370,370
66_1_104,2,66_1,21.44,0.100117,370,370
66_1_105,2,66_1,21.44,0.100117,370,370
66_1_106,2,66_1,21.44,0.100117,370,370
66_1_107,2,66_1,21.44,0.100117,370,370
66_1_108,2,66_1,21.44,0.100117,370,370
66_1_109,2,66_1,21.44,0.100117,370,370
66_1_110,2,66_1,21.44,0.100117,370,370
66_1_111,2,66_1,21.44,0.100117,370,370
66_1_112,2,66_1,21.44,0.100117,370,370
66_1_113,2,66_1,21.44,0.100117,370,370
66_1_114,2,66_1,21.44,0.100117,370,370
66_1_115,2,66_1,21.44,0.100117,370,370
66_1_116,2,66_1,21.44,0.100117,370,370
66_1_117,2,66_1,21.44,0.100117,370,370
66_1_118,2,66_1,21.44,0.100117,370,370
66_1_119,2,66_1,21.44,0.100117,370,370
66_1_120,2,66_1,21.44,0.100117,370,370
66_1_121,2,66_1,21.44,0.100117,370,370
66_1_122,2,66_1,21.44,0.100117,370,370
66_1_123,2,66_1,21.44,0.100117,370,370
66_1_124,2,66_1,21.44,0.100117,370,370
66_1_125,2,66_1,21.44,0.100117,370,370
66_1_126,2,66_1,21.44,0.100117,370,370
66_1_127,2,66_1,21.44,0.100117,370,370
66_1_128,2,66_1,21.44,0.100117,370,370
66_1_129,2,66_1,21.44,0.100117,370,370
66_1_130,2,66_1,21.44,0.100117,370,370
66_1_131,2,66_1,21.44,0.100117,370,370
66_1_132,2,66_1,21.44,0.100117,370,370
66_1_133,2,66_1,21.44,0.100117,370,370
66_1_134,2,66_1,21.44,0.100117,370,370
66_1_135,2,66_1,21.44,0.100117,370,370
66_1_136,2,66_1,21.44,0.100117,370,370
66_1_137,2,66_1,21.44,0.100117,370,370
66_1_138,2,66_1,21.44,0.100117,370,370
66_1_139,2,66_1,21.44,0.100117,370,370
66_1_140,2,66_1,21.44,0.100117,370,370
66_1_141,2,66_1,21.44,0.100117,370,370
66_1_142,2,66_1,21.44,0.100117,370,370
66_1_143,2,66_1,21.44,0.100117,370,370
66_1_144,2,66_1,21.44,0.100117,370,370
66_1_145,2,66_1,21.44,0.100117,370,370
66_1_146,2,66_1,21.44,0.100117,370,370
66_1_147,2,66_1,21.44,0.100117,370,370
66_1_148,2,66_1,21.44,0.100117,370,370
66_1_149,2,66_1,21.44,0.100117,370,370
66_1_150,2,66_1,21.44,0.100117,370,370
66_1_151,2,66_1,21.44,0.100117,370,370
66_1_152,2,66_1,21.44,0.100117,370,370
66_1_153,2,66_1,21.44,0.100117,370,370
66_1_154,2,66_1,21.44,0.100117,370,370
66_1_155,2,66_1,21.44,0.100117,370,370
66_1_156,2,66_1,21.44,0.100117,370,370
66_1_157,2,66_1,21.44,0.100117,370,370
66_1_158,2,66_1,21.44,0.100117,370,370
66_1_159,2,66_1,21.44,0.100117,370,370
66_1_160,2,66_1,21.44,0.100117,370,370
66_1_161,2,66_1,21.44,0.100117,370,370
66_1_162,2,66_1,21.44,0.100117,370,370
66_1_163,2,66_1,21.44,0.100117,370,370
66_1_164,2,66_1,21.44,0.100117,370,370
66_1_165,2,66_1,21.44,0.100117,370,370
66_1_166,2,66_1,21.44,0.100117,370,370
66_1_167,2,66_1,21.44,0.100117,370,370
66_1_168,2,66_1,21.44,0.100117,370,370
66_1_169,2,66_1,21.44,0.100117,370,370
66_1_170,2,66_1,21.44,0.100117,370,370
66_1_171,2,66_1,21.44,0.100117,370,370
66_1_172,2,66_1,21.44,0.100117,370,370
66_1_173,2,66_1,21.44,0.100117,370,370
66_1_174,2,66_1,21.44,0.100117,370,370
66_1_175,2,66_1,21.44,0.100117,370,370
66_1_176,2,66_1,21.44,0.100117,370,370
66_1_177,2,66_1,21.44,0.100117,370,370
66_1_178,2,66_1,21.44,0.100117,370,370
66_1_179,2,66_1,21.44,0.100117,370,370
66_1_180,2,66_1,21.44,0.100117,370,370
66_1_181,2,66_1,21.44,0.100117,370,370
66_1_182,2,66_1,21.44,0.100117,370,370
66_1_183,2,66_1,21.44,0.100117,370,370
66_1_184,2,66_1,21.44,0.100117,370,370
66_1_185,2,66_1,21.44,0.100117,370,370
66_1_186,2,66_1,21.44,0.100117,370,370
66_1_187,2,66_1,21.44,0.100117,370,370
66_1_188,2,66_1,21.44,0.100117,370,370
66_1_189,2,66_1,21.44,0.100117,370,370
66_1_190,2,66_1,21.44,0.100117,370,370
66_1_191,2,66_1,21.44,0.100117,370,370
66_1_192,2,66_1,21.44,0.100117,370,370
66_1_193,2,66_1,21.44,0.100117,370,370
66_1_194,2,66_1,21.44,0.100117,370,370
66_1_195,2,66_1,21.44,0.100117,370,370
66_1_196,2,66_1,21.44,0.100117,370,370
66_1_197,2,66_1,21.44,0.100117,370,370
66_1_198,2,66_1,21.44,0.100117,370,370
66_1_199,2,66_1,21.44,0.100117,370,370
66_1_200,2,66_1,21.44,0.100117,370,370
66_1_201,2,66_1,21.44,0.100117,370,370
66_1_202,2,66_1,21.44,0.100117,370,370
66_1_203,2,66_1,21.44,0.100117,370,370
66_1_204,2,66_1,21.44,0.100117,370,370
66_1_205,2,66_1,21.44,0.100117,370,370
66_1_206,2,66_1,21.44,0.100117,370,370
66_1_207,2,66_1,21.44,0.100117,370,370
66_1_208,2,66_1,21.44,0.100117,370,370
66_1_209,2,66_1,21.44,0.100117,370,370
66_1_210,2,66_1,21.44,0.100117,370,370
66_1_211,2,66_1,21.44,0.100117,370,370
66_1_212,2,66_1,21.44,0.100117,370,370
66_1_213,2,66_1,21.44,0.100117,370,370
66_1_214,2,66_1,21.44,0.100117,370,370
66_1_215,2,66_1,21.44,0.100117,370,370
66_1_216,2,66_1,21.44,0.100117,370,370
66_1_217,2,66_1,21.44,0.100117,370,370
66_1_218,2,66_1,21.44,0.100117,370,370
66_1_219,2,66_1,21.44,0.100117,370,370
66_1_220,2,66_1,21.44,0.100117,370,370
66_1_221,2,66_1,21.44,0.100117,370,370
66_1_222,2,66_1,21.44,0.100117,370,370
66_1_223,2,66_1,21.44,0.100117,370,370
66_1_224,2,66_1,21.44,0.100117,370,370
66_1_225,2,66_1,21.44,0.100117,370,370
66_1_226,2,66_1,21.44,0.100117,370,370
66_1_227,2,66_1,21.44,0.100117,370,370
66_1_228,2,66_1,21.44,0.100117,370,370
66_1_229,2,66_1,21.44,0.100117,370,370
66_1_230,2,66_1,21.44,0.100117,370,370
66_1_231,2,66_1,21.44,0.100117,370,370
66_1_232,2,66_1,21.44,0.100117,370,370
66_1_233,2,66_1,21.44,0.100117,370,370
66_1_234,2,66_1,21.44,0.100117,370,370
66_1_235,2,66_1,21.44,0.100117,370,370
66_1_236,2,66_1,21.44,0.100117,370,370
66_1_237,2,66_1,21.44,0.100117,370,370
66_1_238,2,66_1,21.44,0.100117,370,370
66_1_239,2,66_1,21.44,0.100117,370,370
66_1_240,2,66_1,21.44,0.100117,370,370
66_1_241,2,66_1,21.44,0.100117,370,370
66_1_242,2,66_1,21.44,0.100117,370,370
66_1_243,2,66_1,21.44,0.100117,370,370
66_1_244,2,66_1,21.44,0.100117,370,370
66_1_245,2,66_1,21.44,0.100117,370,370
66_1_246,2,66_1,21.44,0.100117,370,370
66_1_247,2,66_1,21.44,0.100117,370,370
66_1_248,2,66_1,21.44,0.100117,370,370
66_1_249,2,66_1,21.44,0.100117,370,370
66_1_250,2,66_1,21.44,0.100117,370,370
66_1_251,2,66_1,21.44,0.100117,370,370
66_1_252,2,66_1,21.44,0.100117,370,370
66_1_253,2,66_1,21.44,0.100117,370,370
66_1_254,2,66_1,21.44,0.100117,370,370
66_1_255,2,66_1,21.44,0.100117,370,370
66_1_256,2,66_1,21.44,0.100117,370,370
66_1_257,2,66_1,21.44,0.100117,370,370
66_1_258,2,66_1,21.44,0.100117,370,370
66_1_259,2,66_1,21.44,0.100117,370,370
66_1_260,2,66_1,21.44,0.100117,370,370
66_1_261,2,66_1,21.44,0.100117,370,370
66_1_262,2,66_1,21.44,0.100117,370,370
66_1_263,2,66_1,21.44,0.100117,370,370
66_1_264,2,66_1,21.44,0.100117,370,370
66_1_265,2,66_1,21.44,0.100117,370,370
66_1_266,2,66_1,21.44,0.100117,370,370
66_1_267,2,66_1,21.44,0.100117,370,370
66_1_268,2,66_1,21.44,0.100117,370,370
66_1_269,2,66_1,21.44,0.100117,370,370
66_1_270,2,66_1,21.44,0.100117,370,370
66_1_271,2,66_1,21.44,0.100117,370,370
66_1_272,2,66_1,21.44,0.100117,370,370
66_1_273,2,66_1,21.44,0.100117,370,370
66_1_274,2,66_1,21.44,0.100117,370,370
66_1_275,2,66_1,21.44,0.100117,370,370
66_1_276,2,66_1,21.44,0.100117,370,370
66_1_277,2,66_1,21.44,0.100117,370,370
66_1_278,2,66_1,21.44,0.100117,370,370
66_1_279,2,66_1,21.44,0.100117,370,370
66_1_280,2,66_1,21.44,0.100117,370,370
66_1_281,2,66_1,21.44,0.100117,370,370
66_1_282,2,66_1,21.44,0.100117,370,370
66_1_283,2,66_1,21.44,0.100117,370,370
66_1_284,2,66_1,21.44,0.100117,370,370
66_1_285,2,66_1,21.44,0.100117,370,370
66_1_286,2,66_1,21.44,0.100117,370,370
66_1_287,2,66_1,21.44,0.100117,370,370
66_1_288,2,66_1,21.44,0.100117,370,370
66_1_289,2,66_1,21.44,0.100117,370,370
66_1_290,2,66_1,21.44,0.100117,370,370
66_1_291,2,66_1,21.44,0.100117,370,370
66_1_292,2,66_1,21.44,0.100117,370,370
66_1_293,2,66_1,21.44,0.100117,370,370
66_1_294,2,66_1,21.44,0.100117,370,370
66_1_295,2,66_1,21.44,0.100117,370,370
66_1_296,2,66_1,21.44,0.100117,370,370
66_1_297,2,66_1,21.44,0.100117,370,370
66_1_298,2,66_1,21.44,0.100117,370,370
66_1_299,2,66_1,21.44,0.100117,370,370
66_1_300,2,66_1,21.44,0.100117,370,370
66_1_301,2,66_1,21.44,0.100117,370,370
66_1_302,2,66_1,21.44,0.100117,370,370
66_1_303,2,66_1,21.44,0.100117,370,370
66_1_304,2,66_1,21.44,0.100117,370,370
66_1_305,2,66_1,21.44,0.100117,370,370
66_1_306,2,66_1,21.44,0.100117,370,370
66_1_307,2,66_1,21.44,0.100117,370,370
66_1_308,2,66_1,21.44,0.100117,370,370
66_1_309,2,66_1,21.44,0.100117,370,370
66_1_310,2,66_1,21.44,0.100117,370,370
66_1_311,2,66_1,21.44,0.100117,370,370
66_1_312,2,66_1,21.44,0.100117,370,370
66_1_313,2,66_1,21.44,0.100117,370,370
66_1_314,2,66_1,21.44,0.100117,370,370
66_1_315,2,66_1,21.44,0.100117,370,370
66_1_316,2,66_1,21.44,0.100117,370,370
66_1_317,2,66_1,21.44,0.100117,370,370
66_1_318,2,66_1,21.44,0.100117,370,370
66_1_319,2,66_1,21.44,0.100117,370,370
66_1_320,2,66_1,21.44,0.100117,370,370
66_1_321,2,66_1,21.44,0.100117,370,370
66_1_322,2,66_1,21.44,0.100117,370,370
66_1_323,2,66_1,21.44,0.100117,370,370
66_1_324,2,66_1,21.44,0.100117,370,370
66_1_325,2,66_1,21.44,0.100117,370,370
66_1_326,2,66_1,21.44,0.100117,370,370
66_1_327,2,66_1,21.44,0.100117,370,370
66_1_328,2,66_1,21.44,0.100117,370,370
66_1_329,2,66_1,21.44,0.100117,370,370
66_1_330,2,66_1,21.44,0.100117,370,370
66_1_331,2,66_1,21.44,0.100117,370,370
66_1_332,2,66_1,21.44,0.100117,370,370
66_1_333,2,66_1,21.44,0.100117,370,370
66_1_334,2,66_1,21.44,0.100117,370,370
66_1_335,2,66_1,21.44,0.100117,370,370
66_1_336,2,66_1,21.44,0.100117,370,370
66_1_337,2,66_1,21.44,0.100117,370,370
66_1_338,2,66_1,21.44,0.100117,370,370
66_1_339,2,66_1,21.44,0.100117,370,370
66_1_340,2,66_1,21.44,0.100117,370,370
66_1_341,2,66_1,21.44,0.100117,370,370
66_1_342,2,66_1,21.44,0.100117,370,370
66_1_343,2,66_1,21.44,0.100117,370,370
66_1_344,2,66_1,21.44,0.100117,370,370
66_1_345,2,66_1,21.44,0.100117,370,370
66_1_346,2,66_1,21.44,0.100117,370,370
66_1_347,2,66_1,21.44,0.100117,370,370
66_1_348,2,66_1,21.44,0.100117,370,370
66_1_349,2,66_1,21.44,0.100117,370,370
66_1_350,2,66_1,21.44,0.100117,370,370
66_1_351,2,66_1,21.44,0.100117,370,370
66_1_352,2,66_1,21.44,0.100117,370,370
66_1_353,2,66_1,21.44,0.100117,370,370
66_1_354,2,66_1,21.44,0.100117,370,370
66_1_355,2,66_1,21.44,0.100117,370,370
66_1_356,2,66_1,21.44,0.100117,370,370
66_1_357,2,66_1,21.44,0.100117,370,370
66_1_358,2,66_1,21.44,0.100117,370,370
66_1_359,2,66_1,21.44,0.100117,370,370
66_1_360,2,66_1,21.44,0.100117,370,370
66_1_361,2,66_1,21.44,0.100117,370,370
66_1_362,2,66_1,21.44,0.100117,370,370
66_1_363,2,66_1,21.44,0.100117,370,370
66_1_364,2,66_1,21.44,0.100117,370,370
66_1_365,2,66_1,21.44,0.100117,370,370
66_1_366,2,66_1,21.44,0.100117,370,370
66_1_367,2,66_1,21.44,0.100117,370,370
66_1_368,2,66_1,21.44,0.100117,370,370
66_1_369,2,66_1,21.44,0.100117,370,370
66_1_370,2,66_1,21.44,0.100117,370,370
69_1_108,2,69_1,24.08,0.131988,124,124
69_1_109,2,69_1,24.08,0.131988,124,124
69_1_110,2,69_1,24.08,0.131988,124,124
69_1_111,2,69_1,24.08,0.131988,124,124
69_1_112,2,69_1,24.08,0.131988,124,124
69_1_113,2,69_1,24.08,0.131988,124,124
69_1_114,2,69_1,24.08,0.131988,124,124
69_1_115,2,69_1,24.08,0.131988,124,124
69_1_116,2,69_1,24.08,0.131988,124,124
69_1_117,2,69_1,24.08,0.131988,124,124
69_1_118,2,69_1,24.08,0.131988,124,124
70_1_19,2,70_1,28.0,0.144544,33,33
70_1_20,2,70_1,28.0,0.144544,33,33
73_1_191,2,73_1,29.09,0.164478,370,370
73_1_192,2,73_1,29.09,0.164478,370,370
73_1_193,2,73_1,29.09,0.164478,370,370
73_1_194,2,73_1,29.09,0.164478,370,370
73_1_195,2,73_1,29.09,0.164478,370,370
73_1_196,2,73_1,29.09,0.164478,370,370
73_1_197,2,73_1,29.09,0.164478,370,370
73_1_198,2,73_1,29.09,0.164478,370,370
75_1_26,2,75_1,30.22,0.170907,48,48
80_1_35,2,80_1,25.53,0.127927,197,197
80_1_36,2,80_1,25.53,0.127927,197,197
80_1_37,2,80_1,25.53,0.127927,197,197
80_1_38,2,80_1,25.53,0.127927,197,197
80_1_39,2,80_1,25.53,0.127927,197,197
80_1_40,2,80_1,25.53,0.127927,197,197
80_1_41,2,80_1,25.53,0.127927,197,197
80_1_42,2,80_1,25.53,0.127927,197,197
81_1_44,2,81_1,19.62,0.1082,55,55
81_1_45,2,81_1,19.62,0.1082,55,55
81_1_46,2,81_1,19.62,0.1082,55,55
81_1_47,2,81_1,19.62,0.1082,55,55
81_1_48,2,81_1,19.62,0.1082,55,55
81_1_49,2,81_1,19.62,0.1082,55,55
81_1_50,2,81_1,19.62,0.1082,55,55
81_1_51,2,81_1,19.62,0.1082,55,55
81_1_52,2,81_1,19.62,0.1082,55,55
81_1_53,2,81_1,19.62,0.1082,55,55
81_1_54,2,81_1,19.62,0.1082,55,55
81_1_55,2,81_1,19.62,0.1082,55,55
83_1_11,2,83_1,23.97,0.120289,37,37
83_1_12,2,83_1,23.97,0.120289,37,37
83_1_13,2,83_1,23.97,0.120289,37,37
86_1_39,2,86_1,24.6,0.234334,230,230
86_1_40,2,86_1,24.6,0.234334,230,230
86_1_41,2,86_1,24.6,0.234334,230,230
86_1_42,2,86_1,24.6,0.234334,230,230
86_1_43,2,86_1,24.6,0.234334,230,230
86_1_44,2,86_1,24.6,0.234334,230,230
86_1_45,2,86_1,24.6,0.234334,230,230
86_1_46,2,86_1,24.6,0.234334,230,230
86_1_47,2,86_1,24.6,0.234334,230,230
86_1_48,2,86_1,24.6,0.234334,230,230
86_1_49,2,86_1,24.6,0.234334,230,230
86_1_50,2,86_1,24.6,0.234334,230,230
86_1_51,2,86_1,24.6,0.234334,230,230
86_1_52,2,86_1,24.6,0.234334,230,230
86_1_53,2,86_1,24.6,0.234334,230,230
86_1_54,2,86_1,24.6,0.234334,230,230
86_1_55,2,86_1,24.6,0.234334,230,230
86_1_56,2,86_1,24.6,0.234334,230,230
86_1_57,2,86_1,24.6,0.234334,230,230
86_1_58,2,86_1,24.6,0.234334,230,230
86_1_59,2,86_1,24.6,0.234334,230,230
86_1_60,2,86_1,24.6,0.234334,230,230
86_1_61,2,86_1,24.6,0.234334,230,230
86_1_62,2,86_1,24.6,0.234334,230,230
86_1_63,2,86_1,24.6,0.234334,230,230
86_1_64,2,86_1,24.6,0.234334,230,230
86_1_116,2,86_1,24.6,0.234334,230,230
86_1_117,2,86_1,24.6,0.234334,230,230
86_1_118,2,86_1,24.6,0.234334,230,230
86_1_119,2,86_1,24.6,0.234334,230,230
86_1_120,2,86_1,24.6,0.234334,230,230
86_1_121,2,86_1,24.6,0.234334,230,230
86_1_122,2,86_1,24.6,0.234334,230,230
86_1_123,2,86_1,24.6,0.234334,230,230
86_1_124,2,86_1,24.6,0.234334,230,230
86_1_125,2,86_1,24.6,0.234334,230,230
86_1_126,2,86_1,24.6,0.234334,230,230
86_1_127,2,86_1,24.6,0.234334,230,230
86_1_128,2,86_1,24.6,0.234334,230,230
86_1_129,2,86_1,24.6,0.234334,230,230
86_1_130,2,86_1,24.6,0.234334,230,230
86_1_131,2,86_1,24.6,0.234334,230,230
86_1_132,2,86_1,24.6,0.234334,230,230
86_1_133,2,86_1,24.6,0.234334,230,230
86_1_134,2,86_1,24.6,0.234334,230,230
86_1_135,2,86_1,24.6,0.234334,230,230
86_1_136,2,86_1,24.6,0.234334,230,230
86_1_137,2,86_1,24.6,0.234334,230,230
86_1_138,2,86_1,24.6,0.234334,230,230
86_1_139,2,86_1,24.6,0.234334,230,230
86_1_140,2,86_1,24.6,0.234334,230,230
86_1_141,2,86_1,24.6,0.234334,230,230
86_1_142,2,86_1,24.6,0.234334,230,230
86_1_143,2,86_1,24.6,0.234334,230,230
86_1_144,2,86_1,24.6,0.234334,230,230
86_1_145,2,86_1,24.6,0.234334,230,230
86_1_146,2,86_1,24.6,0.234334,230,230
86_1_147,2,86_1,24.6,0.234334,230,230
86_1_148,2,86_1,24.6,0.234334,230,230
86_1_149,2,86_1,24.6,0.234334,230,230
86_1_150,2,86_1,24.6,0.234334,230,230
86_1_151,2,86_1,24.6,0.234334,230,230
86_1_152,2,86_1,24.6,0.234334,230,230
86_1_153,2,86_1,24.6,0.234334,230,230
86_1_154,2,86_1,24.6,0.234334,230,230
86_1_155,2,86_1,24.6,0.234334,230,230
86_1_156,2,86_1,24.6,0.234334,230,230
86_1_157,2,86_1,24.6,0.234334,230,230
86_1_158,2,86_1,24.6,0.234334,230,230
86_1_159,2,86_1,24.6,0.234334,230,230
87_1_235,2,87_1,29.83,0.22939,337,337
87_1_236,2,87_1,29.83,0.22939,337,337
87_1_237,2,87_1,29.83,0.22939,337,337
87_1_238,2,87_1,29.83,0.22939,337,337
87_1_239,2,87_1,29.83,0.22939,337,337
87_1_240,2,87_1,29.83,0.22939,337,337
87_1_241,2,87_1,29.83,0.22939,337,337
87_1_242,2,87_1,29.83,0.22939,337,337
87_1_243,2,87_1,29.83,0.22939,337,337
87_1_244,2,87_1,29.83,0.22939,337,337
87_1_245,2,87_1,29.83,0.22939,337,337
87_1_246,2,87_1,29.83,0.22939,337,337
87_1_247,2,87_1,29.83,0.22939,337,337
87_1_248,2,87_1,29.83,0.22939,337,337
87_1_249,2,87_1,29.83,0.22939,337,337
87_1_250,2,87_1,29.83,0.22939,337,337
87_1_251,2,87_1,29.83,0.22939,337,337
87_1_252,2,87_1,29.83,0.22939,337,337
87_1_253,2,87_1,29.83,0.22939,337,337
87_1_254,2,87_1,29.83,0.22939,337,337
87_1_255,2,87_1,29.83,0.22939,337,337
87_1_256,2,87_1,29.83,0.22939,337,337
87_1_257,2,87_1,29.83,0.22939,337,337
87_1_258,2,87_1,29.83,0.22939,337,337
87_1_259,2,87_1,29.83,0.22939,337,337
87_1_260,2,87_1,29.83,0.22939,337,337
87_1_261,2,87_1,29.83,0.22939,337,337
87_1_262,2,87_1,29.83,0.22939,337,337
87_1_263,2,87_1,29.83,0.22939,337,337
87_1_264,2,87_1,29.83,0.22939,337,337
87_1_265,2,87_1,29.83,0.22939,337,337
87_1_266,2,87_1,29.83,0.22939,337,337
87_1_267,2,87_1,29.83,0.22939,337,337
87_1_268,2,87_1,29.83,0.22939,337,337
87_1_269,2,87_1,29.83,0.22939,337,337
87_1_270,2,87_1,29.83,0.22939,337,337
87_1_271,2,87_1,29.83,0.22939,337,337
87_1_272,2,87_1,29.83,0.22939,337,337
87_1_273,2,87_1,29.83,0.22939,337,337
87_1_274,2,87_1,29.83,0.22939,337,337
87_1_275,2,87_1,29.83,0.22939,337,337
87_1_276,2,87_1,29.83,0.22939,337,337
87_1_277,2,87_1,29.83,0.22939,337,337
87_1_278,2,87_1,29.83,0.22939,337,337
87_1_279,2,87_1,29.83,0.22939,337,337
87_1_280,2,87_1,29.83,0.22939,337,337
87_1_281,2,87_1,29.83,0.22939,337,337
87_1_282,2,87_1,29.83,0.22939,337,337
87_1_283,2,87_1,29.83,0.22939,337,337
87_1_284,2,87_1,29.83,0.22939,337,337
87_1_285,2,87_1,29.83,0.22939,337,337
87_1_286,2,87_1,29.83,0.22939,337,337
87_1_287,2,87_1,29.83,0.22939,337,337
87_1_288,2,87_1,29.83,0.22939,337,337
87_1_289,2,87_1,29.83,0.22939,337,337
87_1_290,2,87_1,29.83,0.22939,337,337
87_1_291,2,87_1,29.83,0.22939,337,337
87_1_292,2,87_1,29.83,0.22939,337,337
87_1_293,2,87_1,29.83,0.22939,337,337
87_1_294,2,87_1,29.83,0.22939,337,337
87_1_295,2,87_1,29.83,0.22939,337,337
87_1_296,2,87_1,29.83,0.22939,337,337
87_1_297,2,87_1,29.83,0.22939,337,337
87_1_298,2,87_1,29.83,0.22939,337,337
87_1_299,2,87_1,29.83,0.22939,337,337
87_1_300,2,87_1,29.83,0.22939,337,337
87_1_301,2,87_1,29.83,0.22939,337,337
87_1_302,2,87_1,29.83,0.22939,337,337
87_1_303,2,87_1,29.83,0.22939,337,337
87_1_304,2,87_1,29.83,0.22939,337,337
87_1_305,2,87_1,29.83,0.22939,337,337
87_1_306,2,87_1,29.83,0.22939,337,337
87_1_307,2,87_1,29.83,0.22939,337,337
87_1_308,2,87_1,29.83,0.22939,337,337
87_1_309,2,87_1,29.83,0.22939,337,337
87_1_310,2,87_1,29.83,0.22939,337,337
87_1_311,2,87_1,29.83,0.22939,337,337
87_1_312,2,87_1,29.83,0.22939,337,337
87_1_313,2,87_1,29.83,0.22939,337,337
87_1_314,2,87_1,29.83,0.22939,337,337
87_1_315,2,87_1,29.83,0.22939,337,337
87_1_316,2,87_1,29.83,0.22939,337,337
87_1_317,2,87_1,29.83,0.22939,337,337
87_1_318,2,87_1,29.83,0.22939,337,337
87_1_319,2,87_1,29.83,0.22939,337,337
87_1_320,2,87_1,29.83,0.22939,337,337
87_1_321,2,87_1,29.83,0.22939,337,337
87_1_322,2,87_1,29.83,0.22939,337,337
87_1_323,2,87_1,29.83,0.22939,337,337
87_1_324,2,87_1,29.83,0.22939,337,337
87_1_325,2,87_1,29.83,0.22939,337,337
87_1_326,2,87_1,29.83,0.22939,337,337
87_1_327,2,87_1,29.83,0.22939,337,337
87_1_328,2,87_1,29.83,0.22939,337,337
87_1_329,2,87_1,29.83,0.22939,337,337
87_1_330,2,87_1,29.83,0.22939,337,337
87_1_331,2,87_1,29.83,0.22939,337,337
87_1_332,2,87_1,29.83,0.22939,337,337
87_1_333,2,87_1,29.83,0.22939,337,337
87_1_334,2,87_1,29.83,0.22939,337,337
87_1_335,2,87_1,29.83,0.22939,337,337
87_1_336,2,87_1,29.83,0.22939,337,337
87_1_337,2,87_1,29.83,0.22939,337,337
90_1_48,2,90_1,20.68,0.129917,205,205
90_1_49,2,90_1,20.68,0.129917,205,205
90_1_50,2,90_1,20.68,0.129917,205,205
90_1_51,2,90_1,20.68,0.129917,205,205
90_1_52,2,90_1,20.68,0.129917,205,205
90_1_53,2,90_1,20.68,0.129917,205,205
90_1_54,2,90_1,20.68,0.129917,205,205
90_1_55,2,90_1,20.68,0.129917,205,205
90_1_56,2,90_1,20.68,0.129917,205,205
90_1_57,2,90_1,20.68,0.129917,205,205
90_1_58,2,90_1,20.68,0.129917,205,205
90_1_59,2,90_1,20.68,0.129917,205,205
90_1_60,2,90_1,20.68,0.129917,205,205
